n,t
0,8.3e-8
1,4.1e-8
2,7.5e-7
3,2.708e-6
4,1.792e-6
5,6.8417e-5
6,0.000151917
7,0.001528708
8,0.011610459
9,0.015640375
10,2.994607334
11,11.954216958
